,Gene symbol,theoritical_peptide,Sum_of_intensity,iBAQ
973,WP_000673486.1,10,63596615.765999995,6359661.576599999
974,WP_000674082.1,27,7053950921.468998,261257441.53588882
975,WP_000675215.1,36,1486982634.0165985,41305073.167127736
976,WP_000675225.1,44,27964362.754,635553.6989545454
977,WP_000675255.1,26,5783309601.607698,222434984.67721918
978,WP_000675685.1,50,122822111.13800001,2456442.2227600003
979,WP_000675807.1,22,58312248.480000004,2650556.7490909095
980,WP_000676629.1,11,529565880.11859983,48142352.73805453
981,WP_000677438.1,122,16959720122.825914,139014099.36742553
982,WP_000677991.1,13,13216586364.263689,1016660489.5587453
983,WP_000678902.1,22,76719749366.465,3487261334.839318
984,WP_000680173.1,34,335109563.396,9856163.629294118
985,WP_000680185.1,7,4667802.516000001,666828.930857143
986,WP_000680192.1,11,591267187.924,53751562.53854546
987,WP_000680361.1,21,3604569344.9729004,171646159.28442383
988,WP_000680449.1,25,2792780842.1145983,111711233.68458393
989,WP_000680555.1,12,3470920577.213399,289243381.4344499
990,WP_000681098.1,15,10045836.802,669722.4534666666
991,WP_000681221.1,15,817673906.0819999,54511593.7388
992,WP_000682355.1,17,1559307997.2826002,91723999.84015295
993,WP_000682546.1,10,298395559.08019996,29839555.908019997
994,WP_000682856.1,27,6168600051.204437,228466668.5631273
995,WP_000682938.1,32,122364467.99100006,3823889.6247187518
996,WP_000683163.1,16,150648685.23600003,9415542.827250002
997,WP_000683294.1,25,4274812781.9951615,170992511.27980646
998,WP_000683520.1,55,18098012817.330616,329054778.4969203
999,WP_000683574.1,24,4927043876.333303,205293494.847221
1000,WP_000683633.1,17,785126888.8312002,46183934.637129426
1001,WP_000683647.1,54,2161441627.1607985,40026696.79927405
1002,WP_000683676.1,133,622058612.34483,4677132.423645339
1003,WP_000684121.1,16,47759219.96,2984951.2475
1004,WP_000684128.1,15,1915506507.3224003,127700433.82149336
1005,WP_000684307.1,39,706751725.8654004,18121839.12475386
1006,WP_000686200.1,20,1319718863.8309996,65985943.19154998
1007,WP_000686571.1,38,85371753.6482,2246625.0960052633
1008,WP_000686848.1,127,225155799.16500008,1772880.3083858273
1009,WP_000686884.1,79,16526860.4988,209200.76580759493
1010,WP_000687497.1,55,213121416.8018,3874934.850941818
1011,WP_000687652.1,64,43889530834.94139,685773919.2959592
1012,WP_000687885.1,33,531647432.14379996,16110528.246781817
1013,WP_000687983.1,21,3918405550.254301,186590740.48830006
1014,WP_000688483.1,42,3544362293.496,84389578.41657142
1015,WP_000688695.1,26,909208650.222,34969563.470076926
1016,WP_000688790.1,18,276641271.08,15368959.504444443
1017,WP_000688885.1,16,14927873.457999999,932992.0911249999
1018,WP_000689175.1,7,3096024.6898000003,442289.24140000006
1019,WP_000689396.1,21,2747498170.1704016,130833246.19859055
1020,WP_000689546.1,8,4923904325.8852,615488040.73565
1021,WP_000689734.1,38,9751012.968,256605.60442105265
1022,WP_000689743.1,55,185592535.59800005,3374409.7381454553
1023,WP_000689751.1,18,543366371.126,30187020.618111115
1024,WP_000690042.1,27,40821893.8,1511921.9925925925
1025,WP_000690060.1,16,17910090.216,1119380.6385
1026,WP_000690432.1,27,352140307.9939999,13042233.629407404
1027,WP_000690652.1,24,1201787960.8500001,50074498.368750006
1028,WP_000690686.1,29,58216026316.02105,2007449183.3110707
1029,WP_000690698.1,23,211841322.75999996,9210492.293913042
1030,WP_000690880.1,15,17646454889.675606,1176430325.9783738
1031,WP_000691276.1,22,2978100.13,135368.1877272727
1032,WP_000691324.1,13,1863019983.2416596,143309229.48012766
1033,WP_000691890.1,19,4921193717.090497,259010195.63634196
1034,WP_000692278.1,8,77502174.14,9687771.7675
1035,WP_000692396.1,19,67929276962.50501,3575225103.2897377
1036,WP_000692533.1,25,355459133.8026,14218365.352104
1037,WP_000692782.1,18,1625156332.3092008,90286462.90606672
1038,WP_000694669.1,10,364195816.78800005,36419581.6788
1039,WP_000694733.1,25,4133618117.6543584,165344724.70617434
1040,WP_000695170.1,18,179696388.52550003,9983132.695861112
1041,WP_000695319.1,40,346160917.85599995,8654022.946399998
1042,WP_000695329.1,35,82365035927.10658,2353286740.7744737
1043,WP_000695822.1,26,36195680070.7138,1392141541.1813
1044,WP_000695903.1,12,4046978270.5733995,337248189.21444994
1045,WP_000695952.1,7,2427626014.84188,346803716.40598285
1046,WP_000696002.1,4,7670229.064,1917557.266
1047,WP_000697175.1,18,232390900.54799998,12910605.586
1048,WP_000697460.1,23,1598105392.187,69482843.13856521
1049,WP_000698127.1,17,13574460.832,798497.696
1050,WP_000698133.1,28,1435998595.7169003,51285664.13274644
1051,WP_000698486.1,19,59683694.629999995,3141247.0857894733
1052,WP_000698533.1,32,5975350315.356095,186729697.35487798
1053,WP_000698820.1,58,7596912318.450081,130981246.86982898
1054,WP_000701011.1,10,241639574.9124,24163957.491240002
1055,WP_000701165.1,31,5918914.744,190932.73367741934
1056,WP_000701613.1,12,143499949.06599998,11958329.088833332
1057,WP_000701780.1,34,256423386.25340003,7541864.301570589
1058,WP_000701809.1,26,705447608.0789998,27132600.31073076
1059,WP_000702258.1,8,140171272.74,17521409.0925
1060,WP_000702765.1,16,23941939.06,1496371.19125
1061,WP_000702812.1,7,5373471347.677351,767638763.9539073
1062,WP_000704154.1,17,560495000.8910002,32970294.17005883
1063,WP_000704507.1,4,1412891983.7036004,353222995.9259001
1064,WP_000706058.1,26,329476629.9188,12672178.0738
1065,WP_000706226.1,13,87465972.76840001,6728151.751415386
1066,WP_000708411.1,40,1029161757.5492003,25729043.93873001
1067,WP_000708679.1,13,64356637.063999996,4950510.543384615
1068,WP_000708723.1,14,1718028431.9899993,122716316.57071424
1069,WP_000709511.1,28,2679375786.4659996,95691992.3737857
1070,WP_000711420.1,23,827163029.0591998,35963609.95909564
1071,WP_000711612.1,19,1815458130.5789998,95550427.92521052
1072,WP_000712192.1,30,4753737066.4428,158457902.21475998
1073,WP_000712694.1,66,1010175064.1672001,15305682.790412122
1074,WP_000712870.1,28,3568954034.485564,127462644.08877015
1075,WP_000713555.1,4,31263594.22,7815898.555
1076,WP_000714033.1,45,66926237128.88105,1487249713.9751344
1077,WP_000714458.1,6,131028778.56959999,21838129.7616
1078,WP_000715958.1,8,214946357.6696,26868294.7087
1079,WP_000716064.1,46,1745805676.6411593,37952297.31828607
1080,WP_000716642.1,17,822621424.706,48389495.57094117
1081,WP_000716670.1,32,469883032.2209999,14683844.756906247
1082,WP_000716861.1,12,5685536.226,473794.68549999996
1083,WP_000717891.1,22,173243293.29800004,7874695.149909093
1084,WP_000717958.1,58,16068184.266,277037.6597586207
1085,WP_000718034.1,48,54389270.598,1133109.804125
1086,WP_000718925.1,6,1343164.2042,223860.70070000002
1087,WP_000719443.1,12,6764539544.308402,563711628.6923668
1088,WP_000720585.1,22,231448796.891,10520399.858681818
1089,WP_000721126.1,12,6361938435.191986,530161536.26599884
1090,WP_000721426.1,16,2505783314.753,156611457.1720625
1091,WP_000721547.1,28,104615598.6526,3736271.38045
1092,WP_000721620.1,15,777604521.0566003,51840301.40377335
1093,WP_000721734.1,12,106354602.88000001,8862883.573333334
1094,WP_000721859.1,18,6429502342.527078,357194574.5848377
1095,WP_000721945.1,25,224574112.53599998,8982964.50144
1096,WP_000723090.1,20,492032347.232,24601617.3616
1097,WP_000723581.1,17,351138895.66800016,20655229.156941187
1098,WP_000723989.1,23,3086101056.8489575,134178306.81951989
1099,WP_000723997.1,15,875007999.1218007,58333866.60812005
1100,WP_000726283.1,7,66177892.99020001,9453984.712885717
1101,WP_000727141.1,27,10757074897.435606,398410181.38650393
1102,WP_000728132.1,33,91651365.70880002,2777314.1123878793
1103,WP_000728671.1,24,19906298.018,829429.0840833333
1104,WP_000729197.1,22,2160913556.228801,98223343.4649455
1105,WP_000729204.1,13,6119871240.076799,470759326.1597538
1106,WP_000734051.1,14,80728226.369,5766301.8835
1107,WP_000734111.1,55,478918515.11000013,8707609.365636365
1108,WP_000734409.1,28,3140891999.3708,112174714.26324286
1109,WP_000734456.1,29,4951414511.681938,170738431.43730822
1110,WP_000734508.1,22,3551855948.8286004,161447997.6740273
1111,WP_000734588.1,13,18659909.853200004,1435377.6810153848
1112,WP_000735123.1,13,3126257945.080001,240481380.3907693
1113,WP_000735725.1,36,734892236.1083997,20413673.225233328
1114,WP_000736234.1,18,298782590.124,16599032.784666667
1115,WP_000736494.1,19,56878213144.54296,2993590165.502261
1116,WP_000738272.1,12,10327216.356,860601.363
1117,WP_000739012.1,48,65344936.73,1361352.8485416665
1118,WP_000739193.1,12,401746735.1337001,33478894.594475005
1119,WP_000739865.1,5,39755071.313599996,7951014.262719999
1120,WP_000740026.1,5,132117.2085,26423.441700000003
1121,WP_000741270.1,14,47302331.036,3378737.931142857
1122,WP_000741297.1,20,10018645395.004993,500932269.7502497
1123,WP_000741905.1,24,13596710877.75233,566529619.9063472
1124,WP_000742170.1,35,193727889.636,5535082.561028572
1125,WP_000742261.1,27,7261747689.465308,268953618.1283448
1126,WP_000742409.1,3,79457978.312,26485992.77066667
1127,WP_000742439.1,46,2414068797.2530003,52479756.462021746
1128,WP_000742876.1,31,64228047.782199994,2071872.5091032255
1129,WP_000744009.1,66,5113342206.042756,77474881.90973873
1130,WP_000744700.1,29,16406464723.529789,565740162.8803376
1131,WP_000747363.1,14,5032165.314,359440.3795714286
1132,WP_000750243.1,12,3550742.078,295895.1731666667
1133,WP_000751793.1,5,73734231.106,14746846.2212
1134,WP_000752033.1,4,36298937.698,9074734.4245
1135,WP_000752686.1,8,370277207.41980004,46284650.927475005
1136,WP_000753030.1,3,15191928324.895334,5063976108.298445
1137,WP_000753043.1,29,34980916.309,1206238.4934137932
1138,WP_000754808.1,29,9091780865.296398,313509685.01022065
1139,WP_000755935.1,21,45838511.16,2182786.2457142854
1140,WP_000757100.1,5,1275523225.7570002,255104645.15140003
1141,WP_000757856.1,19,1188305118.8375008,62542374.675657935
1142,WP_000760133.1,15,233748478.60500002,15583231.907000002
1143,WP_000760152.1,42,13751940.828,327427.1625714286
1144,WP_000760764.1,6,258624050.26299995,43104008.37716666
1145,WP_000761157.1,14,11052306.45,789450.4607142856
1146,WP_000761500.1,15,33975355513.062305,2265023700.8708205
1147,WP_000762669.1,98,24168441555.42578,246616750.5655692
1148,WP_000762682.1,35,1067666962.2150002,30504770.349000003
1149,WP_000763025.1,25,325262438.3353999,13010497.533415997
1150,WP_000764038.1,6,3951996659.1666,658666109.8611001
1151,WP_000764096.1,17,3999269.372,235251.13952941177
1152,WP_000764509.1,36,2589021342.6292,71917259.51747778
1153,WP_000766592.1,36,40226242425.22321,1117395622.922867
1154,WP_000767694.1,17,3957331764.0866017,232784221.4168589
1155,WP_000767698.1,14,2178393297.004,155599521.21457145
1156,WP_000768212.1,25,30498328.234,1219933.1293600001
1157,WP_000769736.1,7,21479324.656,3068474.950857143
1158,WP_000769790.1,23,64251957.470000006,2793563.3682608698
1159,WP_000771030.1,29,7450543.85,256915.3051724138
1160,WP_000771343.1,22,136184395.71800002,6190199.805363637
1161,WP_000773587.1,39,179368130.3616,4599182.829784616
1162,WP_000774262.1,14,1238800328.8005996,88485737.7714714
1163,WP_000775725.1,24,2626479728.099398,109436655.33747493
1164,WP_000775825.1,29,17066322040.37515,588493863.461212
1165,WP_000776116.1,12,54658700.992000006,4554891.749333334
1166,WP_000776292.1,21,620639374.516,29554255.929333337
1167,WP_000777259.1,30,107332266.546,3577742.2182
1168,WP_000777483.1,69,19569849363.630856,283621005.2700124
1169,WP_000777808.1,61,724177373.5066,11871760.221419673
1170,WP_000777857.1,15,920726953.4829998,61381796.89886665
1171,WP_000778114.1,31,4252241488.7807913,137169080.28325135
1172,WP_000778156.1,17,1669354.451,98197.32064705882
1173,WP_000778163.1,22,49497556.09799999,2249888.913545454
1174,WP_000778965.1,28,111519790136.5235,3982849647.732982
1175,WP_000780086.1,18,1953698971.419,108538831.7455
1176,WP_000780664.1,13,15144776.909999998,1164982.839230769
1177,WP_000780847.1,10,1200218560.7900002,120021856.07900003
1178,WP_000783068.1,8,8655081.844,1081885.2305
1179,WP_000783273.1,80,575370936.1860001,7192136.702325001
1180,WP_000783496.1,78,4733018113.984301,60679719.41005514
1181,WP_000785888.1,46,9952179.984,216351.73878260868
1182,WP_000789319.1,14,2409103027.2994,172078787.66424283
1183,WP_000790422.1,11,35167724.194,3197065.8358181817
1184,WP_000790723.1,37,13335391745.99862,360415993.1350978
1185,WP_000791177.1,40,497937875.77579975,12448446.894394994
1186,WP_000791241.1,2,207167160.60949996,103583580.30474998
1187,WP_000791297.1,8,204329746.80600002,25541218.350750003
1188,WP_000791380.1,19,712896754.2260001,37520881.80136842
1189,WP_000791967.1,22,19775702.604,898895.5729090908
1190,WP_000792403.1,37,133132639.36259997,3598179.4422324314
1191,WP_000793300.1,61,3241396304.4941025,53137644.3359689
1192,WP_000793394.1,30,284572082.4398,9485736.081326667
1193,WP_000794300.1,41,9800874.549999999,239045.7207317073
1194,WP_000795862.1,27,927967156.9810002,34369153.96225926
1195,WP_000795919.1,17,228690555.336,13452385.608
1196,WP_000796624.1,81,187655456.25599998,2316734.0278518517
1197,WP_000797254.1,11,673669569.8108001,61242688.16461819
1198,WP_000797628.1,33,24723889.6278,749208.7766
1199,WP_000798669.1,65,1650581388.332,25393559.82049231
1200,WP_000798677.1,38,20941541.051999997,551093.1855789473
1201,WP_000798837.1,18,10185603139.373894,565866841.0763274
1202,WP_000799620.1,14,6250580462.700204,446470033.05001456
1203,WP_000799638.1,9,310798625.5099999,34533180.61222221
1204,WP_000799846.1,24,19524329653.131813,813513735.5471588
1205,WP_000799870.1,22,542432320.9959999,24656014.59072727
1206,WP_000800040.1,19,48463922.541999996,2550732.7653684206
1207,WP_000800438.1,20,762251651.6412001,38112582.58206
1208,WP_000800650.1,30,109016630.97460003,3633887.6991533344
1209,WP_000801153.1,14,51402377.526,3671598.3947142856
1210,WP_000801906.1,23,762603094.9921002,33156656.30400436
1211,WP_000802062.1,40,10602646040.652594,265066151.01631483
1212,WP_000802156.1,15,12802711255.475607,853514083.6983738
1213,WP_000802251.1,1,33906370.187,33906370.187
1214,WP_000802739.1,47,70696928.37900001,1504189.9655106384
1215,WP_000802798.1,61,5493494637.105004,90057289.13286892
1216,WP_000802848.1,12,153347235.39000002,12778936.2825
1217,WP_000802930.1,81,9218716476.297993,113811314.52219744
1218,WP_000803603.1,81,1628715553.5481994,20107599.42652098
1219,WP_000804174.1,40,1214605535.402891,30365138.385072272
1220,WP_000804576.1,30,1073910099.0261996,35797003.30087332
1221,WP_000804899.1,34,536259968.58860004,15772352.017311767
1222,WP_000805070.1,21,9303556963.097698,443026522.05227137
1223,WP_000805357.1,14,2567489770.9602003,183392126.49715716
1224,WP_000805391.1,23,6429886655.890936,279560289.3865624
1225,WP_000805986.1,37,782203804.6346003,21140643.36850271
1226,WP_000806224.1,12,489873202.34299994,40822766.86191666
1227,WP_000806764.1,32,356004542.2124,11125141.9441375
1228,WP_000806831.1,22,77078014.40399998,3503546.1092727263
1229,WP_000807028.1,10,7173818.975,717381.8975
1230,WP_000807170.1,63,6033667236.504642,95772495.817534
1231,WP_000807227.1,52,29099552260.7795,559606774.2457596
1232,WP_000808030.1,24,7808600181.138392,325358340.88076633
1233,WP_000808190.1,55,1887142641.9378,34311684.39886909
1234,WP_000808414.1,10,14216503.33,1421650.333
1235,WP_000808789.1,9,4557513422.06304,506390380.22922665
1236,WP_000808801.1,66,67806988.8524,1027378.6189757576
1237,WP_000809310.1,21,1503472967.5096002,71593950.83379048
1238,WP_000809382.1,21,2518020.829,119905.75376190475
1239,WP_000809425.1,20,109168717.67700002,5458435.883850001
1240,WP_000809534.1,22,1928620880.6721997,87664585.48509999
1241,WP_000809562.1,19,545172439.846,28693286.30768421
1242,WP_000809732.1,30,266948817.62432006,8898293.920810668
1243,WP_000809922.1,24,1824371868.9930503,76015494.5413771
1244,WP_000809986.1,46,52307930.76,1137128.9295652173
1245,WP_000810437.1,13,3546042203.0194006,272772477.1553385
1246,WP_000810537.1,8,27866411.506,3483301.43825
1247,WP_000810942.1,69,13652627900.839907,197864172.47594067
1248,WP_000816747.1,14,679152931.8159999,48510923.70114285
1249,WP_000817677.1,42,6966359.863,165865.71102380953
1250,WP_000819152.1,47,2270631222.9286985,48311302.61550423
1251,WP_000819760.1,20,55571871.1138,2778593.55569
1252,WP_000820064.1,2,1834282.251,917141.1255
1253,WP_000821095.1,34,1800487241.3439999,52955507.09835294
1254,WP_000821257.1,23,4220938567.3968005,183519068.147687
1255,WP_000821665.1,4,951735408.6018001,237933852.15045002
1256,WP_000821728.1,19,3241927.732,170627.77536842105
1257,WP_000821874.1,51,387256488.55639994,7593264.481498038
1258,WP_000822886.1,19,2346247449.2538,123486707.85546315
1259,WP_000822936.1,14,102342936.97,7310209.783571429
1260,WP_000823116.1,20,5167579.184,258378.9592
1261,WP_000823150.1,24,419992435.71819997,17499684.821591664
1262,WP_000824202.1,16,419938427.5466998,26246151.72166874
1263,WP_000825586.1,44,1259003819.6828005,28613723.174609102
1264,WP_000825971.1,84,7439967109.936776,88571037.02305686
1265,WP_000827840.1,13,262330750.00460002,20179288.46189231
1266,WP_000828326.1,8,132625900.368,16578237.546
1267,WP_000828548.1,52,21222031491.043427,408115990.2123736
1268,WP_000828653.1,18,655530145.3128599,36418341.40627
1269,WP_000828866.1,9,665586998.4534,73954110.93926667
1270,WP_000829480.1,32,9798686944.959576,306208967.02998674
1271,WP_000829707.1,44,14901591092.948011,338672524.8397275
1272,WP_000831406.1,28,71656596.6372,2559164.1656142855
1273,WP_000832927.1,37,93600152.52000001,2529733.851891892
1274,WP_000833112.1,28,969896904.2235997,34639175.150842845
1275,WP_000833301.1,33,449046153.7159997,13607459.203515142
1276,WP_000833668.1,17,152291859.49200004,8958344.676000003
1277,WP_000833715.1,51,10458544220.895605,205069494.52736482
1278,WP_000834071.1,41,39197226.494,956029.914487805
1279,WP_000834388.1,46,10849371549.44959,235855903.24890414
1280,WP_000834630.1,13,333091969.377,25622459.18284615
1281,WP_000834696.1,28,5795864997.134304,206995178.4690823
1282,WP_000834715.1,35,14226211.948,406463.19851428573
1283,WP_000834729.1,27,445659595.9269999,16505910.960259257
1284,WP_000835444.1,15,100127532.82519999,6675168.855013332
1285,WP_000835640.1,48,836284040.5570002,17422584.178270835
1286,WP_000836305.1,10,147933876.2752,14793387.62752
1287,WP_000836436.1,5,18270783.23,3654156.646
1288,WP_000836517.1,20,867261326.2532,43363066.31266
1289,WP_000836523.1,13,85969895.531,6613068.887
1290,WP_000836548.1,28,389674908.83059996,13916961.029664284
1291,WP_000836871.1,12,14804123.677000001,1233676.9730833333
1292,WP_000836885.1,66,550570092.6960001,8341971.101454547
1293,WP_000837582.1,36,983626672.1222998,27322963.114508327
1294,WP_000837658.1,28,520816322.6159998,18600582.95057142
1295,WP_000837773.1,6,869703067.9100001,144950511.31833336
1296,WP_000838056.1,21,609411291.6730001,29019585.31776191
1297,WP_000838282.1,20,1731768050.0416002,86588402.50208001
1298,WP_000838391.1,76,22610273.65,297503.60065789474
1299,WP_000839345.1,82,589387206.1591998,7187648.855599998
1300,WP_000839957.1,42,563958047.1024998,13427572.55005952
1301,WP_000840858.1,27,49195068.749,1822039.5832962962
1302,WP_000841027.1,23,11611547482.689087,504849890.55169946
1303,WP_000841157.1,39,525819770.47300017,13482558.217256414
1304,WP_000841176.1,23,323552285.88799995,14067490.690782607
1305,WP_000841462.1,12,1809303137.7454002,150775261.47878334
1306,WP_000842260.1,17,1483060464.2517998,87238850.83834116
1307,WP_000842388.1,6,10545882450.10264,1757647075.0171068
1308,WP_000842617.1,28,5174779452.831302,184813551.8868322
1309,WP_000842678.1,35,170768245.21510008,4879092.720431431
1310,WP_000842773.1,16,4489959.418,280622.463625
1311,WP_000843310.1,76,2540102500.2826586,33422401.319508664
1312,WP_000844448.1,39,15271863.53,391586.24435897433
1313,WP_000844758.1,13,18732641.434,1440972.418
1314,WP_000844813.1,27,854470841.4680002,31647068.202518526
1315,WP_000845063.1,47,135347251.244,2879728.7498723404
1316,WP_000845498.1,13,896530657.2774,68963896.71364616
1317,WP_000845534.1,5,1672684115.1400008,334536823.0280002
1318,WP_000845843.1,52,626215405.6793997,12042603.955373071
1319,WP_000846596.1,25,307021523.52000004,12280860.940800002
1320,WP_000846752.1,36,224282661.43479997,6230073.928744444
1321,WP_000847001.1,26,666648705.2866999,25640334.818719227
1322,WP_000848056.1,15,10047213214.745955,669814214.316397
1323,WP_000848239.1,21,3269134469.489783,155673069.97570395
1324,WP_000849194.1,43,2292019861.1990023,53302787.469744235
1325,WP_000849259.1,19,18007587028.35207,947767738.3343195
1326,WP_000849664.1,23,209845893.81800002,9123734.513826087
1327,WP_000849962.1,47,3837314050.728001,81644979.80272342
1328,WP_000850048.1,20,43271302.62,2163565.131
1329,WP_000850110.1,18,132557517.15399997,7364306.508555554
1330,WP_000850434.1,11,105001595.91000003,9545599.62818182
1331,WP_000852369.1,8,14130993733.691702,1766374216.7114627
1332,WP_000852393.1,17,17604552332.450115,1035561901.9088303
1333,WP_000852462.1,27,42604458812.31386,1577942918.9745874
1334,WP_000852544.1,5,30098171.0688,6019634.21376
1335,WP_000852854.1,11,84191795.18879999,7653799.562618181
1336,WP_000853488.1,27,2561246992.7332206,94860999.73086002
1337,WP_000853744.1,49,5764088127.045877,117634451.57236485
1338,WP_000854002.1,56,14538663.938,259618.99889285714
1339,WP_000854852.1,39,61733558.679999985,1582911.7610256406
1340,WP_000855526.1,33,20495489692.989285,621075445.2420995
1341,WP_000856053.1,13,11132272188.945192,856328629.9188609
1342,WP_000856975.1,24,151779203.89599997,6324133.495666665
1343,WP_000857390.1,22,43379186765.9808,1971781216.6354907
1344,WP_000859505.1,15,4796755630.371199,319783708.6914132
1345,WP_000859768.1,15,20230863.155199997,1348724.2103466664
1346,WP_000860667.1,22,94518688.68,4296304.030909091
1347,WP_000861276.1,34,296589054.8463999,8723207.49548235
1348,WP_000861511.1,23,5409772681.2742195,235207507.88148782
1349,WP_000861675.1,40,8777346116.511648,219433652.9127912
1350,WP_000861788.1,18,512159704.46199995,28453316.914555553
1351,WP_000862891.1,21,1937972893.0022,92284423.47629523
1352,WP_000863312.1,52,79229621482.53534,1523646566.9718335
1353,WP_000863354.1,59,12662114210.771217,214612105.26730877
1354,WP_000863674.1,18,26617760.691600006,1478764.482866667
1355,WP_000863678.1,9,6336492.493,704054.7214444444
1356,WP_000865278.1,19,1792841553.5603406,94360081.76633371
1357,WP_000865509.1,20,804713643.4490002,40235682.17245001
1358,WP_000866874.1,22,880412119.0479999,40018732.68399999
1359,WP_000866993.1,19,639836221.0868001,33675590.58351579
1360,WP_000867010.1,36,28891367738.491203,802537992.7358668
1361,WP_000867622.1,28,411571136.2559999,14698969.151999997
1362,WP_000868428.1,5,22086055.729000002,4417211.1458
1363,WP_000868567.1,15,1514205949.026,100947063.2684
1364,WP_000868621.1,26,2689094089.8702016,103426695.76423852
1365,WP_000868876.1,32,15772093.236,492877.913625
1366,WP_000869002.1,25,1982590889.3577998,79303635.57431199
1367,WP_000869088.1,39,832355168.0209,21342440.205664102
1368,WP_000869404.1,12,637802021.173,53150168.43108333
1369,WP_000869875.1,10,100947723.53360002,10094772.353360001
1370,WP_000870126.1,24,17809817278.847404,742075719.9519752
1371,WP_000870447.1,29,114284984.21399999,3940861.524620689
1372,WP_000871586.1,19,657376252.088,34598750.10989474
1373,WP_000871904.1,18,42483469.566,2360192.753666667
1374,WP_000872605.1,15,64833053.944000006,4322203.596266667
1375,WP_000873009.1,11,1271931752.1564,115630159.28694545
1376,WP_000874918.1,11,1214486667.8812606,110407878.89829642
1377,WP_000875567.1,6,97865467.47799999,16310911.24633333
1378,WP_000875950.1,15,1113311492.0718,74220766.13812
1379,WP_000876121.1,6,5329150594.634297,888191765.7723829
1380,WP_000876417.1,64,3048928771.681801,47639512.05752814
1381,WP_000877311.1,17,31439908.169999998,1849406.3629411764
1382,WP_000877551.1,48,27442983899.69718,571728831.2436913
1383,WP_000877985.1,32,301729788.51,9429055.8909375
1384,WP_000878646.1,12,216486701.69320002,18040558.474433336
1385,WP_000878663.1,14,142843214.82,10203086.772857143
1386,WP_000879751.1,29,105113145.082,3624591.209724138
1387,WP_000884017.1,8,10117392061.417583,1264674007.677198
1388,WP_000884059.1,10,2175380274.200461,217538027.4200461
1389,WP_000884773.1,52,492939192.7828002,9479599.861207696
1390,WP_000885546.1,67,3041960779.143797,45402399.68871339
1391,WP_000885550.1,18,430360338.361,23908907.686722223
1392,WP_000886261.1,42,6969363699.067546,165937230.93017966
1393,WP_000889241.1,85,26303550532.987885,309453535.6822104
1394,WP_000889664.1,54,1967404112.6459007,36433409.4934426
1395,WP_000890370.1,18,2868846272.5533495,159380348.47518608
1396,WP_000891135.1,32,313867142.4775999,9808348.202424997
1397,WP_000891790.1,32,142053870.51520002,4439183.453600001
1398,WP_000892858.1,41,1045398793.8732005,25497531.55788294
1399,WP_000892881.1,65,628383872.8221998,9667444.197264612
1400,WP_000893969.1,29,1975725512.4025993,68128465.94491722
1401,WP_000895444.1,32,5609580160.319198,175299380.00997493
1402,WP_000895907.1,21,1018388332.652,48494682.50723809
1403,WP_000896816.1,36,61793927.166,1716497.9768333333
1404,WP_000897626.1,29,133909294.75199997,4617561.887999999
1405,WP_000898172.1,42,1314416306.1473002,31295626.33684048
1406,WP_000898859.1,18,506861259.89869994,28158958.883261107
1407,WP_000898918.1,26,6443511.568,247827.368
1408,WP_000900432.1,40,245499025.513,6137475.637825
1409,WP_000906630.1,35,988725234.2600001,28249292.407428574
1410,WP_000907362.1,76,3652700785.432647,48061852.43990325
1411,WP_000907506.1,30,247174488.21499994,8239149.607166665
1412,WP_000907541.1,10,14784510526.241173,1478451052.6241174
1413,WP_000908409.1,6,307608926.0016001,51268154.333600014
1414,WP_000908508.1,11,547330684.2488,49757334.931709096
1415,WP_000908611.1,16,1458597360.7380002,91162335.04612501
1416,WP_000910559.1,35,3066637334.0846314,87618209.54527518
1417,WP_000910567.1,9,20069364.777999997,2229929.4197777775
1418,WP_000910880.1,33,107717768.686,3264174.808666667
1419,WP_000910893.1,54,58418952263.069725,1081832449.316106
1420,WP_000911058.1,3,22343603.534999996,7447867.844999999
1421,WP_000913341.1,18,2148299522.0389996,119349973.44661109
1422,WP_000913838.1,4,61420286.35200001,15355071.588000003
1423,WP_000914951.1,14,276365754.3992,19740411.02851429
1424,WP_000914999.1,15,41733296.255499996,2782219.7503666664
1425,WP_000917839.1,23,87081473.92400001,3786151.0401739134
1426,WP_000918546.1,31,2034666111.5346007,65634390.69466454
1427,WP_000918607.1,13,2018876114.261601,155298162.63550776
1428,WP_000919338.1,28,246024200.05900002,8786578.573535714
1429,WP_000920921.1,52,11958654.306,229974.12126923076
1430,WP_000921250.1,29,3484465146.87074,120153970.58174965
1431,WP_000925584.1,49,986539087.6137996,20133450.76762856
1432,WP_000927508.1,20,49235372.886199996,2461768.64431
1433,WP_000927885.1,27,83728598.24700001,3101059.1943333335
1434,WP_000927928.1,27,108943638.664,4034949.5801481484
1435,WP_000928001.1,9,710078986.3302001,78897665.14780001
1436,WP_000928025.1,7,1525231719.4444005,217890245.63491437
1437,WP_000929205.1,40,1914321941.9618177,47858048.54904544
1438,WP_000929557.1,18,7121638.908,395646.60599999997
1439,WP_000931455.1,14,171667400.106,12261957.150428573
1440,WP_000931504.1,33,279713351.90400004,8476162.178909093
1441,WP_000931673.1,14,25302648.730000004,1807332.0521428573
1442,WP_000931842.1,4,15137323.266399998,3784330.8165999996
1443,WP_000932425.1,34,6822845.029,200671.91261764706
1444,WP_000932549.1,8,2614864783.0999994,326858097.8874999
1445,WP_000932791.1,35,663888767.2592002,18968250.493120007
